t,x,y
0.0,2.64,1.68
0.16,3.2800000000000002,1.3599999999999999
0.32,3.9200000000000004,1.0399999999999998
0.48,4.5600000000000005,0.7199999999999998
0.64,5.2,0.39999999999999974
0.8,5.84,0.07999999999999974
0.96,6.4799999999999995,-0.24000000000000027
1.12,7.119999999999999,-0.5600000000000003
1.28,7.759999999999999,-0.8800000000000003
1.44,8.399999999999999,-1.2000000000000004
1.6,9.04,-1.5200000000000005
1.76,9.68,-1.8400000000000005
1.92,10.32,-2.1600000000000006
