t,x,y
0.0,0.16,0.0
0.16,0.38348800000000005,0.0
0.32,0.73679442214912,0.0
0.48,1.3931443270816652,0.0
0.64,2.9305590474661143,0.0
0.8,8.15066258138431,0.0
0.96,42.806858854904895,0.0
